date,axie-infinity
2021-05-01,10.204731668923067
2021-05-02,9.738997963796168
2021-05-03,9.334357741988063
2021-05-04,9.225936020804856
2021-05-05,8.075333563048213
2021-05-06,8.677289970997068
2021-05-07,7.900776456685081
2021-05-08,8.400043498517153
2021-05-09,8.242258902730804
2021-05-10,8.062828049062713
2021-05-11,7.257863822938307
2021-05-12,8.126165916357506
2021-05-13,7.109518277331023
2021-05-14,6.998377050459224
2021-05-15,7.078759054433269
2021-05-16,6.531054973907341
2021-05-17,6.488889316505196
2021-05-18,6.527827865909034
2021-05-19,6.621550147183223
2021-05-20,4.068164409596635
2021-05-21,4.650258863826591
2021-05-22,4.316136132395034
2021-05-23,3.945566102984958
2021-05-24,3.4029195238223444
2021-05-25,4.160305259244438
2021-05-26,4.113060924735016
2021-05-27,4.8622673357511035
2021-05-28,4.8031368051892995
2021-05-29,4.195738733948075
2021-05-30,5.142454996551895
2021-05-31,4.5510511974391665
2021-06-01,4.953134204533372
2021-06-02,4.694681912275987
2021-06-03,4.71505044997378
2021-06-04,4.795581374396945
2021-06-05,4.358407391363548
2021-06-06,4.189125872372829
2021-06-07,4.381448404387112
2021-06-08,4.000024600697545
2021-06-09,3.8708248615879324
2021-06-10,4.0125982087265015
2021-06-11,3.9561843775120358
2021-06-12,4.249719762952244
2021-06-13,3.808179330885647
2021-06-14,4.020477239590467
2021-06-15,4.195222373443009
2021-06-16,4.462655459965553
2021-06-17,4.188473918961249
2021-06-18,4.614421661597818
2021-06-19,4.378742372962949
2021-06-20,4.212157201468912
2021-06-21,4.210337480678211
2021-06-22,3.2373893906848212
2021-06-23,3.2188838429800386
2021-06-24,3.7197543802925774
2021-06-25,3.8048947317984636
2021-06-26,3.4918956157751695
2021-06-27,3.5897681982420813
2021-06-28,3.724171069455536
2021-06-29,3.9790183924932103
2021-06-30,4.607724814092457
2021-07-01,5.721784596542823
2021-07-02,5.8166635642915265
2021-07-03,6.170904420366411
2021-07-04,7.864811467320383
2021-07-05,8.908140641058436
2021-07-06,8.130839547695304
2021-07-07,11.012521694372195
2021-07-08,13.801423101822301
2021-07-09,12.161525608199543
2021-07-10,16.657197777690506
2021-07-11,17.948019764180746
2021-07-12,19.153782055062788
2021-07-13,17.759239246634372
2021-07-14,20.76252162736998
2021-07-15,23.182945258605407
2021-07-16,23.741780387644578
2021-07-17,20.749266408450968
2021-07-18,18.479352505738063
2021-07-19,18.772941442864596
2021-07-20,17.09454683793233
2021-07-21,15.192611403538372
2021-07-22,22.182551067641185
2021-07-23,25.245984592538203
2021-07-24,42.75813622479206
2021-07-25,42.40124319777929
2021-07-26,43.39718046432677
2021-07-27,40.364712215506486
2021-07-28,47.21360934023411
2021-07-29,45.9935161546457
2021-07-30,44.374173725390605
2021-07-31,43.29065654409995
2021-08-01,42.90904104713025
2021-08-02,38.129166297586856
2021-08-03,40.33504206965662
2021-08-04,38.52947725341473
2021-08-05,43.94023420179134
2021-08-06,42.70101301865358
2021-08-07,42.68919382110244
2021-08-08,41.27986518283121
2021-08-09,42.27244779746147
2021-08-10,43.64532293010873
2021-08-11,63.742255981825686
2021-08-12,66.42306289496268
2021-08-13,65.97253745715219
2021-08-14,70.72644849999892
2021-08-15,67.77121938001024
2021-08-16,67.07207210418767
2021-08-17,66.69977378654526
2021-08-18,71.26725905427551
2021-08-19,69.83477531314794
2021-08-20,71.80054013985266
2021-08-21,73.23278747125184
2021-08-22,76.86523754005901
2021-08-23,77.0053729174557
2021-08-24,76.82245888391124
2021-08-25,69.86249843671533
2021-08-26,72.76088559800071
2021-08-27,70.51682600135358
2021-08-28,73.36829216861913
2021-08-29,74.566813606852
2021-08-30,78.65244911446143
2021-08-31,73.3963325344255
2021-09-01,72.63673864532909
2021-09-02,74.05361090797389
2021-09-03,72.67691820805896
2021-09-04,73.88367507557126
2021-09-05,82.89639728775646
2021-09-06,82.1764900313329
2021-09-07,79.22278313095607
2021-09-08,64.36193164526408
2021-09-09,68.34454049308626
2021-09-10,69.12620160052654
2021-09-11,65.68563054542624
2021-09-12,68.6903803439853
2021-09-13,70.09184404657772
2021-09-14,65.21795489090988
2021-09-15,66.76220654242833
2021-09-16,68.52279767301822
2021-09-17,67.40544597161262
2021-09-18,65.90562195108818
2021-09-19,65.95878445033946
2021-09-20,63.89363326270144
2021-09-21,55.04665755329792
2021-09-22,50.242469939620996
2021-09-23,61.57150261720915
2021-09-24,67.47373891837162
2021-09-25,68.37819842793306
2021-09-26,65.7480734159226
2021-09-27,63.767476240666525
2021-09-28,63.64221136255251
2021-09-29,69.21119421334903
2021-09-30,69.21663275533201
2021-10-01,74.594176072341
2021-10-02,109.64625816738473
2021-10-03,107.8005756723802
2021-10-04,135.96086043566947
2021-10-05,134.6017437274323
2021-10-06,129.91698414182721
2021-10-07,127.05698214305974
2021-10-08,124.67896704565935
2021-10-09,125.83387165886008
2021-10-10,126.61213015382094
2021-10-11,116.34809542763485
2021-10-12,116.05138175599517
2021-10-13,122.01506403272454
2021-10-14,121.90987566206502
2021-10-15,135.20618735364974
2021-10-16,126.47597576556932
2021-10-17,125.63192509126833
2021-10-18,124.62462132891305
2021-10-19,122.17159446450084
2021-10-20,122.4172211393308
2021-10-21,128.0083029200504
2021-10-22,120.57390331412688
2021-10-23,128.81190943772052
2021-10-24,126.33856770721803
2021-10-25,123.32095789562534
2021-10-26,132.66853326541963
2021-10-27,129.02103437359634
2021-10-28,122.99828276766131
2021-10-29,126.69717692147343
2021-10-30,142.79775463201773
2021-10-31,147.36777221430293
2021-11-01,138.16499450144076
2021-11-02,137.4433001911121
2021-11-03,140.61591204298458
2021-11-04,141.76879646644127
2021-11-05,147.08895077436776
2021-11-06,152.19873677038444
2021-11-07,157.80042744953715
2021-11-08,159.7612216423601
2021-11-09,153.3861539157379
2021-11-10,150.40298738787922
2021-11-11,142.36246034755635
2021-11-12,146.99355406461254
2021-11-13,144.01229832354636
2021-11-14,143.5834762271133
2021-11-15,143.04832567750339
2021-11-16,143.00998150220747
2021-11-17,134.4229959128995
2021-11-18,135.6458920563201
2021-11-19,123.55863193491558
2021-11-20,132.63712140756772
2021-11-21,133.09993876996646
2021-11-22,131.9688023831534
2021-11-23,128.14378012146216
2021-11-24,137.31398434383078
2021-11-25,140.27594723668304
2021-11-26,138.76859293508733
2021-11-27,125.25370836249225
2021-11-28,127.1736250764453
2021-11-29,132.86351351182512
2021-11-30,134.49271664614608
2021-12-01,137.02249899049184
2021-12-02,134.85525548636096
2021-12-03,134.9016347343172
2021-12-04,128.44782176015676
2021-12-05,117.78589719177384
2021-12-06,107.18422942298382
2021-12-07,106.00626559429219
2021-12-08,105.87438072624974
2021-12-09,112.64077328071322
2021-12-10,104.2939291120001
2021-12-11,97.59244017152496
2021-12-12,102.88324216292585
2021-12-13,104.15131193812788
2021-12-14,92.99372215667334
2021-12-15,96.04274106803912
2021-12-16,101.99463119303084
2021-12-17,98.08489970672825
2021-12-18,94.91514054441417
2021-12-19,96.27654083107892
2021-12-20,95.38493907370739
2021-12-21,92.99509891378416
2021-12-22,97.44816392145893
2021-12-23,101.84959329526325
2021-12-24,107.5452193981273
2021-12-25,104.86615274656926
2021-12-26,109.70894922750219
2021-12-27,107.90372971191776
2021-12-28,107.20207041651528
2021-12-29,100.16572515074338
2021-12-30,93.81979148479591
2021-12-31,95.16534385473017
2022-01-01,93.58439665627124
2022-01-02,94.44585911423381
2022-01-03,96.64277345113312
2022-01-04,94.46983625976873
2022-01-05,93.23206000260775
2022-01-06,80.89144381973549
2022-01-07,79.10778543720836
2022-01-08,73.68414369053185
2022-01-09,70.53633869747883
2022-01-10,72.29851662497157
2022-01-11,68.54420893151062
2022-01-12,72.66969377286267
2022-01-13,78.31315132031862
2022-01-14,73.14768996363922
2022-01-15,73.74107725027383
2022-01-16,75.75982248653015
2022-01-17,80.73353067833285
2022-01-18,77.04951129848573
2022-01-19,73.97502961161359
2022-01-20,71.8813015594058
2022-01-21,69.33870778299004
2022-01-22,58.16574255644027
2022-01-23,50.118406793076
2022-01-24,54.160996833291904
2022-01-25,51.463639594169855
2022-01-26,50.872739263065135
2022-01-27,49.79354731586025
2022-01-28,47.48895974570843
2022-01-29,47.146042518360815
2022-01-30,49.83711822813108
2022-01-31,54.0081780224033
2022-02-01,52.681060001276464
2022-02-02,53.90204152447002
2022-02-03,49.57414928395639
2022-02-04,48.05756496900247
2022-02-05,51.429636624104006
2022-02-06,57.49468596404541
2022-02-07,69.1013187334374
2022-02-08,68.97557389926112
2022-02-09,67.25927739292953
2022-02-10,67.76124469496197
2022-02-11,63.73389012830708
2022-02-12,58.627426415906434
2022-02-13,59.35344146171143
2022-02-14,58.679228815096074
2022-02-15,57.00563391971614
2022-02-16,63.49415425590582
2022-02-17,63.83310172554013
2022-02-18,56.48609008461637
2022-02-19,55.9467929016867
2022-02-20,55.11521773804982
2022-02-21,52.64384601816915
2022-02-22,47.69170759009149
2022-02-23,51.189696704302
2022-02-24,49.092882878991006
2022-02-25,48.918557065298494
2022-02-26,51.29043606177377
2022-02-27,50.40486473177859
2022-02-28,48.359899005782395
2022-03-01,54.48677707971647
2022-03-02,57.273184215873705
2022-03-03,55.61891550478171
2022-03-04,53.42224409135308
2022-03-05,49.82262993401299
2022-03-06,52.087030540002765
2022-03-07,49.02481933478475
2022-03-08,46.415507869423564
2022-03-09,46.33953331905821
2022-03-10,48.72980931774797
2022-03-11,46.9187627556801
2022-03-12,46.0298762024385
2022-03-13,46.826876069945484
2022-03-14,45.421246837726784
2022-03-15,47.671104689027
2022-03-16,46.931835272898546
2022-03-17,50.465032818138056
2022-03-18,50.43238910861462
2022-03-19,50.588399183141625
2022-03-20,52.11246160901574
2022-03-21,49.81017005390091
2022-03-22,50.39286676047338
2022-03-23,52.38195839262781
2022-03-24,57.86582030958575
2022-03-25,69.75186126926529
2022-03-26,71.43698654008695
2022-03-27,66.67072505421206
2022-03-28,67.88480022087793
2022-03-29,66.8729783889949
2022-03-30,64.18719506687317
2022-03-31,64.23006435261871
2022-04-01,63.476448145126824
2022-04-02,66.16939336807093
2022-04-03,65.34590665084374
2022-04-04,66.27169058030162
2022-04-05,63.916819069194695
2022-04-06,61.83675971269933
2022-04-07,53.44994626812231
2022-04-08,55.01433531416581
2022-04-09,50.85366611955705
2022-04-10,51.87384908625772
2022-04-11,49.39884151621361
2022-04-12,45.208374038466
2022-04-13,47.6290436315498
2022-04-14,48.61447460950869
2022-04-15,46.90945847922396
2022-04-16,48.06167500977831
2022-04-17,47.59781428486264
2022-04-18,45.62311130354555
2022-04-19,46.2876156207634
2022-04-20,47.39783708701065
2022-04-21,46.173384471263404
2022-04-22,45.099911389492526
2022-04-23,46.02534468909781
2022-04-24,45.243670623770385
2022-04-25,44.38441473911034
2022-04-26,42.992301034724925
2022-04-27,38.74312819241313
2022-04-28,38.81223155838852
2022-04-29,37.98947285311745
2022-04-30,34.27865914518115
2022-05-01,29.212258101792425
