date,flow
2021-08-01,24.107027242829272
2021-08-02,21.28939611815143
2021-08-03,22.27516770190665
2021-08-04,20.971409149231413
2021-08-05,22.3799756104674
2021-08-06,22.424164121154273
2021-08-07,22.34223617771667
2021-08-08,22.678157776796425
2021-08-09,21.826138816756306
2021-08-10,22.047672193651426
2021-08-11,23.21471758149834
2021-08-12,23.87743313851571
2021-08-13,22.514429145925362
2021-08-14,23.580464438466752
2021-08-15,23.37257995693442
2021-08-16,22.97565660726301
2021-08-17,22.87025300985569
2021-08-18,22.126295858652878
2021-08-19,22.62380088270355
2021-08-20,22.11658486266103
2021-08-21,23.321308963142
2021-08-22,23.205524586621443
2021-08-23,22.998665152825737
2021-08-24,24.037329146604073
2021-08-25,21.82973040877619
2021-08-26,22.079622256888182
2021-08-27,21.499541893994977
2021-08-28,21.8998665904737
2021-08-29,21.707344686786964
2021-08-30,27.540017037985532
2021-08-31,24.951122729654937
2021-09-01,25.08686938968596
2021-09-02,25.794646060462952
2021-09-03,25.278525329487614
2021-09-04,25.444307667943963
2021-09-05,25.848355316946396
2021-09-06,26.179894769592497
2021-09-07,25.831433745464714
2021-09-08,21.417859010723976
2021-09-09,21.24441470533705
2021-09-10,21.528762054140227
2021-09-11,20.080094659555723
2021-09-12,20.27304654585892
2021-09-13,20.81608068814927
2021-09-14,19.72496975116514
2021-09-15,22.47781812259279
2021-09-16,22.027893242966925
2021-09-17,21.229387667558154
2021-09-18,20.67525822473817
2021-09-19,20.641618658456302
2021-09-20,20.219044543547973
2021-09-21,17.54749115686029
2021-09-22,15.530491827896013
2021-09-23,17.598753292411836
2021-09-24,18.400497726040328
2021-09-25,16.79557956455056
2021-09-26,16.650407090589816
2021-09-27,15.722566135120067
2021-09-28,15.571245534849883
2021-09-29,15.199233083990796
2021-09-30,15.10577479573256
2021-10-01,15.901213153816926
2021-10-02,17.654838500919706
2021-10-03,18.65835673322022
2021-10-04,19.104390995039804
2021-10-05,20.613104388907253
2021-10-06,20.535902806371112
2021-10-07,19.17190574359614
2021-10-08,19.432542916479175
2021-10-09,18.83812813566617
2021-10-10,19.93175821947432
2021-10-11,19.14860686072619
2021-10-12,18.800931270445883
2021-10-13,17.90455537588393
2021-10-14,18.649851310667465
2021-10-15,18.67941558449835
2021-10-16,17.613649091132757
2021-10-17,16.615039868366942
2021-10-18,15.434140636131156
2021-10-19,14.803458525107105
2021-10-20,13.363294474459927
2021-10-21,14.12749137197505
2021-10-22,14.505709095947145
2021-10-23,13.69690954484906
2021-10-24,13.39113916447689
2021-10-25,13.192268439612512
2021-10-26,13.468981655797654
2021-10-27,13.128731936156795
2021-10-28,11.872566600562982
2021-10-29,12.758269191309601
2021-10-30,13.674938279936491
2021-10-31,14.83746273823419
2021-11-01,14.015152250840483
2021-11-02,14.103429505712688
2021-11-03,14.379415021318964
2021-11-04,14.014139955075818
2021-11-05,13.9074800835692
2021-11-06,13.937819568377233
2021-11-07,13.850442673729077
2021-11-08,13.84220073103794
2021-11-09,13.97212768767311
2021-11-10,13.68860359347672
2021-11-11,12.90445192031133
2021-11-12,13.186514584573409
2021-11-13,12.883924074198704
2021-11-14,13.216018381013733
2021-11-15,13.052063982889353
2021-11-16,13.310325341640604
2021-11-17,12.675122005781152
2021-11-18,12.598074955481597
2021-11-19,11.714015387961986
2021-11-20,12.391913151476567
2021-11-21,12.959034926980177
2021-11-22,14.042448113797569
2021-11-23,13.485398000392506
2021-11-24,13.209235004226136
2021-11-25,13.023947129430931
2021-11-26,13.236288605831657
2021-11-27,11.703057672966162
2021-11-28,11.821433955291148
2021-11-29,12.26924609823827
2021-11-30,12.803238988863525
2021-12-01,12.420903892929017
2021-12-02,12.293802235640843
2021-12-03,12.048637735853125
2021-12-04,11.582592474794893
2021-12-05,9.90833025802307
2021-12-06,9.23254632595712
2021-12-07,9.629048455681868
2021-12-08,10.069483764782737
2021-12-09,9.981739281537768
2021-12-10,9.293568052116008
2021-12-11,8.807147012122407
2021-12-12,9.20359278557935
2021-12-13,9.200993605933784
2021-12-14,8.621769763914584
2021-12-15,8.664745158639091
2021-12-16,9.062993669398358
2021-12-17,8.709638341253635
2021-12-18,8.549210912390567
2021-12-19,8.606603994165004
2021-12-20,8.48137905101183
2021-12-21,8.322033641953276
2021-12-22,8.478747539824045
2021-12-23,8.632028220234355
2021-12-24,9.39041787120776
2021-12-25,9.223323260677407
2021-12-26,9.290344886463942
2021-12-27,9.337529727849304
2021-12-28,9.539791490345367
2021-12-29,8.845821885151317
2021-12-30,8.710070800215657
2021-12-31,8.810387461144245
2022-01-01,8.894427371717478
2022-01-02,9.229620373306764
2022-01-03,9.388886395362343
2022-01-04,9.032211590201966
2022-01-05,9.026032800994752
2022-01-06,8.561249094922497
2022-01-07,8.406381195778454
2022-01-08,8.05013335692784
2022-01-09,7.828655684770066
2022-01-10,7.894230213195603
2022-01-11,7.5612023469665015
2022-01-12,7.7246593865823625
2022-01-13,8.021033519698006
2022-01-14,7.826704180076941
2022-01-15,7.795903814682057
2022-01-16,7.786656628613225
2022-01-17,7.665617265072733
2022-01-18,7.432675076722179
2022-01-19,7.03623685971143
2022-01-20,7.222507402273654
2022-01-21,6.667395611417551
2022-01-22,5.8145058496921145
2022-01-23,5.084693304048378
2022-01-24,5.236762083248941
2022-01-25,4.875672805653151
2022-01-26,4.946615731006301
2022-01-27,4.971548185989158
2022-01-28,5.164147136332629
2022-01-29,5.6343484163144675
2022-01-30,6.534992692098736
2022-01-31,6.857039097378811
2022-02-01,6.857691180133122
2022-02-02,6.7615387741241095
2022-02-03,6.19702909076498
2022-02-04,5.948935690471801
2022-02-05,6.483710032176517
2022-02-06,6.652122877774978
2022-02-07,7.5740802558767095
2022-02-08,7.681036833638629
2022-02-09,7.5259396487277925
2022-02-10,8.322023211804956
2022-02-11,8.03389960186996
2022-02-12,7.212031257111324
2022-02-13,7.426151698496817
2022-02-14,7.216299654029753
2022-02-15,6.963727755910804
2022-02-16,7.491398322626877
2022-02-17,7.370068642399114
2022-02-18,6.544779384259989
2022-02-19,6.440786865336159
2022-02-20,6.263891852370644
2022-02-21,5.817089660475521
2022-02-22,5.265688562949969
2022-02-23,5.571320322855947
2022-02-24,5.46388466326262
2022-02-25,5.459656765596668
2022-02-26,5.727954208462138
2022-02-27,5.730167244376659
2022-02-28,5.834251540356435
2022-03-01,6.36513355701149
2022-03-02,6.693337394658625
2022-03-03,6.44280285278341
2022-03-04,6.08374721903221
2022-03-05,5.7268757029738016
2022-03-06,5.8577130861912625
2022-03-07,5.65345221494717
2022-03-08,5.663306087723361
2022-03-09,5.736742183583469
2022-03-10,6.037733255308796
2022-03-11,5.7989717204765805
2022-03-12,5.654256176268963
2022-03-13,5.599926913066913
2022-03-14,5.362081132637209
2022-03-15,5.367424297102733
2022-03-16,5.274748636410783
2022-03-17,5.522800017201358
2022-03-18,5.674790227352973
2022-03-19,5.665920125167234
2022-03-20,5.852464107541343
2022-03-21,5.878316553620359
2022-03-22,6.03125672237394
2022-03-23,6.147461664161064
2022-03-24,6.256418174593515
2022-03-25,6.429300462568974
2022-03-26,6.308701778239854
2022-03-27,6.57317163365716
2022-03-28,6.757704062286115
2022-03-29,6.790711729899086
2022-03-30,7.074135792215449
2022-03-31,7.118709030256786
2022-04-01,6.864734322466276
2022-04-02,6.9141535630509665
2022-04-03,7.625601964958425
2022-04-04,7.472545102939303
2022-04-05,7.271427076024175
2022-04-06,7.4047991855030295
2022-04-07,6.430651149022234
2022-04-08,6.616876585197027
2022-04-09,6.203167121855573
2022-04-10,6.321607046180271
2022-04-11,6.163024095841993
2022-04-12,5.507058406436795
2022-04-13,5.75366533933482
2022-04-14,5.973566352432334
2022-04-15,5.85116924254052
2022-04-16,5.936353879539242
2022-04-17,5.868379943852109
2022-04-18,5.627802290268063
2022-04-19,5.813128467054046
2022-04-20,6.032298647051795
2022-04-21,5.850026637943439
2022-04-22,5.701333718699748
2022-04-23,5.648063900116568
2022-04-24,5.59255714781217
2022-04-25,5.503211048934107
2022-04-26,5.504900394043196
2022-04-27,5.189841273835088
2022-04-28,5.281690958334373
2022-04-29,5.215590813042431
2022-04-30,4.955845072775597
2022-05-01,4.537155267235911
