date,the-sandbox
2021-02-04,0.09772194313860882
2021-02-05,0.09980992836714118
2021-02-06,0.14063216257688074
2021-02-07,0.12875130739599383
2021-02-08,0.1269692843563442
2021-02-09,0.13805808569179936
2021-02-10,0.14990740572048897
2021-02-11,0.14587531745816068
2021-02-12,0.15850590949307383
2021-02-13,0.1618906168348882
2021-02-14,0.19980436613014835
2021-02-15,0.26686510127496255
2021-02-16,0.23900289001457634
2021-02-17,0.23108868974127317
2021-02-18,0.24155122485579897
2021-02-19,0.3214051841264081
2021-02-20,0.31044812489514845
2021-02-21,0.2961884502164997
2021-02-22,0.32569172381084344
2021-02-23,0.2994177922864358
2021-02-24,0.24026871443533468
2021-02-25,0.25211443921933446
2021-02-26,0.23458070579725676
2021-02-27,0.23881772873558477
2021-02-28,0.24819470974799643
2021-03-01,0.22012965131789253
2021-03-02,0.24344719587636474
2021-03-03,0.25038893296638076
2021-03-04,0.31400076163496604
2021-03-05,0.37602106978406935
2021-03-06,0.35082437157607443
2021-03-07,0.3471411554369929
2021-03-08,0.3842203161699601
2021-03-09,0.46119358403263133
2021-03-10,0.5271023057954497
2021-03-11,0.4859701210532543
2021-03-12,0.5289631833247798
2021-03-13,0.6120197167085413
2021-03-14,0.6928524763273516
2021-03-15,0.6975163584238587
2021-03-16,0.6732648372849299
2021-03-17,0.5867702673665323
2021-03-18,0.6008083266381312
2021-03-19,0.6182203611182846
2021-03-20,0.6053064346730695
2021-03-21,0.5482533614318245
2021-03-22,0.5656065927644309
2021-03-23,0.5546351764108088
2021-03-24,0.5808698386891811
2021-03-25,0.5691376325467815
2021-03-26,0.5859765915193944
2021-03-27,0.6161202666440542
2021-03-28,0.7099049764446292
2021-03-29,0.8004160247170855
2021-03-30,0.8072460888826173
2021-03-31,0.8200230966695176
2021-04-01,0.8002803451091618
2021-04-02,0.7778459854619681
2021-04-03,0.7639605569360328
2021-04-04,0.6782463783788668
2021-04-05,0.7218537416059108
2021-04-06,0.6730113614276254
2021-04-07,0.6366239302420575
2021-04-08,0.6306572208836547
2021-04-09,0.6849667596135619
2021-04-10,0.6967087225384996
2021-04-11,0.6653794714098832
2021-04-12,0.6777696179763271
2021-04-13,0.6882117516416784
2021-04-14,0.6703805260997798
2021-04-15,0.6439566975476427
2021-04-16,0.6822885023766668
2021-04-17,0.6906366255883408
2021-04-18,0.6621040917338732
2021-04-19,0.5632684937771927
2021-04-20,0.5127166828552021
2021-04-21,0.5216853472687308
2021-04-22,0.5122477212525194
2021-04-23,0.4437542533149236
2021-04-24,0.4270704110850413
2021-04-25,0.40885307565360646
2021-04-26,0.4161799512334091
2021-04-27,0.4999099068833436
2021-04-28,0.5377872338382063
2021-04-29,0.5865328406087279
2021-04-30,0.5645678692902376
2021-05-01,0.6320903947867937
2021-05-02,0.6124362693339881
2021-05-03,0.5923356332962479
2021-05-04,0.6581458821504199
2021-05-05,0.573488506115922
2021-05-06,0.6041746673046378
2021-05-07,0.5593781160199414
2021-05-08,0.5487112117900981
2021-05-09,0.5534780728414707
2021-05-10,0.5491009716634453
2021-05-11,0.4653590271850908
2021-05-12,0.5149320395219993
2021-05-13,0.42365005004984446
2021-05-14,0.42345157388392196
2021-05-15,0.4470859091499031
2021-05-16,0.43087554319648036
2021-05-17,0.422214120183974
2021-05-18,0.3753464975175973
2021-05-19,0.3942179122042499
2021-05-20,0.25349500321172874
2021-05-21,0.3096787264037645
2021-05-22,0.282428887373083
2021-05-23,0.46680265201487425
2021-05-24,0.29250792126146774
2021-05-25,0.3169520039512685
2021-05-26,0.2990757906544957
2021-05-27,0.3826042561377609
2021-05-28,0.3457279622852059
2021-05-29,0.33919575272981817
2021-05-30,0.30650022859871645
2021-05-31,0.3235597842309982
2021-06-01,0.3382328602696213
2021-06-02,0.32682411304890785
2021-06-03,0.3354568096681416
2021-06-04,0.3671175770960043
2021-06-05,0.33886459642158023
2021-06-06,0.3221415508173968
2021-06-07,0.328574764952696
2021-06-08,0.29677117458408786
2021-06-09,0.28373602997082176
2021-06-10,0.2918930715652648
2021-06-11,0.2977455748394518
2021-06-12,0.30795771708617264
2021-06-13,0.2665786228451496
2021-06-14,0.2774782673117473
2021-06-15,0.28547062360353637
2021-06-16,0.2888677411532113
2021-06-17,0.27223468671475837
2021-06-18,0.2770798623145399
2021-06-19,0.25607780681930414
2021-06-20,0.25000443724541394
2021-06-21,0.24021974646902014
2021-06-22,0.1821399742305473
2021-06-23,0.17548132201127845
2021-06-24,0.1937365643121988
2021-06-25,0.2040228218393807
2021-06-26,0.18767152549493243
2021-06-27,0.1848177870092175
2021-06-28,0.19082294584176207
2021-06-29,0.20411042870922802
2021-06-30,0.22493132338307995
2021-07-01,0.24290863608075983
2021-07-02,0.25361907932423783
2021-07-03,0.244862300355013
2021-07-04,0.2650215112191597
2021-07-05,0.279164613923101
2021-07-06,0.271627781224707
2021-07-07,0.31322104605501844
2021-07-08,0.3982883044687283
2021-07-09,0.428191758245995
2021-07-10,0.5043960558342881
2021-07-11,0.5004145120361655
2021-07-12,0.49479985568295703
2021-07-13,0.42137311656362614
2021-07-14,0.4329390866762435
2021-07-15,0.5880308664730568
2021-07-16,0.5417363093225508
2021-07-17,0.4835518073934092
2021-07-18,0.45308600397884663
2021-07-19,0.4851545479134002
2021-07-20,0.43926384535755364
2021-07-21,0.39294190405278845
2021-07-22,0.4772119356040027
2021-07-23,0.5020359029666652
2021-07-24,0.657778706534783
2021-07-25,0.7361273802411958
2021-07-26,0.7550917612982658
2021-07-27,0.6497075545638353
2021-07-28,0.6773942122804737
2021-07-29,0.680591433227881
2021-07-30,0.6643113314440836
2021-07-31,0.6583226047194415
2021-08-01,0.6424570013570531
2021-08-02,0.5889174146299045
2021-08-03,0.6167369509685056
2021-08-04,0.596495109383661
2021-08-05,0.6523391197502293
2021-08-06,0.6394375114850849
2021-08-07,0.6381483875656819
2021-08-08,0.639363405921604
2021-08-09,0.6150639012827909
2021-08-10,0.6257686778924292
2021-08-11,0.6828322409799175
2021-08-12,0.6757034685610082
2021-08-13,0.6380010302755973
2021-08-14,0.6616488200250257
2021-08-15,0.6370138281254663
2021-08-16,0.6450740511466916
2021-08-17,0.6353268936693467
2021-08-18,0.6099477464527359
2021-08-19,0.5879503029102154
2021-08-20,0.5943639725226864
2021-08-21,0.6116943734573491
2021-08-22,0.6650055768166812
2021-08-23,0.6550903572828825
2021-08-24,0.6741458340330618
2021-08-25,0.6181398530778872
2021-08-26,0.7259473921175527
2021-08-27,0.6870363978059006
2021-08-28,0.7101004097564186
2021-08-29,0.7656065310501678
2021-08-30,0.988844509584904
2021-08-31,0.9715833376439091
2021-09-01,0.9620697751820263
2021-09-02,1.0072886677826693
2021-09-03,1.000153970131392
2021-09-04,1.0024201493511498
2021-09-05,0.9946106958489881
2021-09-06,0.9712709754619595
2021-09-07,0.9557823110603931
2021-09-08,0.7539073771335453
2021-09-09,0.7913034784214785
2021-09-10,0.8744715687776673
2021-09-11,0.7778308265897079
2021-09-12,0.7922314952897497
2021-09-13,0.8151398378625856
2021-09-14,0.7584541562995959
2021-09-15,0.7935883602973083
2021-09-16,0.8079069930788707
2021-09-17,0.8218923511556921
2021-09-18,0.7705311097121531
2021-09-19,0.7765948575111614
2021-09-20,0.7456213206041683
2021-09-21,0.636824700246555
2021-09-22,0.5951478304728923
2021-09-23,0.6949401996739883
2021-09-24,0.7456791215342653
2021-09-25,0.6800078414423889
2021-09-26,0.6698233045088505
2021-09-27,0.6571362388063133
2021-09-28,0.6314980654326035
2021-09-29,0.599948772788875
2021-09-30,0.604566498734552
2021-10-01,0.6667309816910545
2021-10-02,0.8065238129360865
2021-10-03,0.7868005680297778
2021-10-04,0.8809145787612368
2021-10-05,0.8249465875099187
2021-10-06,0.8055404927817771
2021-10-07,0.815310417903818
2021-10-08,0.8006260645329923
2021-10-09,0.7771585792313533
2021-10-10,0.8014176965885654
2021-10-11,0.7485976229440578
2021-10-12,0.740776790891517
2021-10-13,0.7227885767761257
2021-10-14,0.7448816509251823
2021-10-15,0.7777502141854239
2021-10-16,0.7442885059711809
2021-10-17,0.7584314705522306
2021-10-18,0.7238196995867217
2021-10-19,0.732092452883028
2021-10-20,0.734679282811219
2021-10-21,0.7801424954874908
2021-10-22,0.7574553605073476
2021-10-23,0.7657306480702347
2021-10-24,0.7675309748381627
2021-10-25,0.79056889725184
2021-10-26,0.8095196646499886
2021-10-27,0.8303566521555737
2021-10-28,0.767726550989341
2021-10-29,0.9322192780876898
2021-10-30,1.1731916430948996
2021-10-31,1.7697073075437064
2021-11-01,1.5610421553180767
2021-11-02,2.1028977834772107
2021-11-03,3.027848796785809
2021-11-04,3.2109294838179627
2021-11-05,2.737293599519395
2021-11-06,2.567954178665996
2021-11-07,2.711864011227166
2021-11-08,2.677685797202203
2021-11-09,2.5745686781469455
2021-11-10,2.3806991010834486
2021-11-11,2.2926243386105547
2021-11-12,2.4384518713223757
2021-11-13,2.640124963538119
2021-11-14,2.821259160499266
2021-11-15,2.8382870319586906
2021-11-16,2.8150396300216083
2021-11-17,3.28031982338805
2021-11-18,3.754188543179992
2021-11-19,4.392288519918809
2021-11-20,4.439576851490412
2021-11-21,4.245627772508037
2021-11-22,4.080969395751266
2021-11-23,4.940168843115303
2021-11-24,5.361795239548908
2021-11-25,7.42698072777764
2021-11-26,7.228734967840921
2021-11-27,6.869264471281326
2021-11-28,6.496679556787371
2021-11-29,7.5136387440751715
2021-11-30,6.964094787334042
2021-12-01,6.751564565849475
2021-12-02,6.553045457687655
2021-12-03,6.667747943573647
2021-12-04,6.03303037443515
2021-12-05,6.018333901801142
2021-12-06,5.418494454483476
2021-12-07,5.505112739184544
2021-12-08,5.317547418466538
2021-12-09,5.323638581652495
2021-12-10,5.256294181875632
2021-12-11,4.851694114813059
2021-12-12,5.043881421127281
2021-12-13,5.477308435238004
2021-12-14,4.795265635061093
2021-12-15,4.765833511598921
2021-12-16,5.213482259982895
2021-12-17,5.022680243683874
2021-12-18,5.001543646099756
2021-12-19,5.205662907082688
2021-12-20,5.069775265437166
2021-12-21,5.01385559677956
2021-12-22,5.19998545882888
2021-12-23,5.160471718696519
2021-12-24,6.346539192151317
2021-12-25,5.892066278674871
2021-12-26,6.768166994459652
2021-12-27,6.773278587487655
2021-12-28,6.4615329792031995
2021-12-29,5.94010459051335
2021-12-30,5.837777792862783
2021-12-31,5.927830862335233
2022-01-01,5.876329588266772
2022-01-02,6.013533912454016
2022-01-03,5.959688043233635
2022-01-04,5.720845080470943
2022-01-05,5.511953743530279
2022-01-06,5.061029046023725
2022-01-07,5.268548084875839
2022-01-08,4.887388000582922
2022-01-09,4.661446162979816
2022-01-10,4.77206154983281
2022-01-11,4.4859689066095365
2022-01-12,4.771366690077689
2022-01-13,5.180134245585191
2022-01-14,4.865218671869404
2022-01-15,4.926640981376426
2022-01-16,4.869622639062513
2022-01-17,4.915308131183915
2022-01-18,4.6263645561113025
2022-01-19,4.47754501512463
2022-01-20,4.246973090496849
2022-01-21,3.9538341097839185
2022-01-22,3.3630963853799707
2022-01-23,3.0276137481353786
2022-01-24,3.145789987914627
2022-01-25,3.0254541230475454
2022-01-26,3.063361325900201
2022-01-27,3.103689971786771
2022-01-28,3.41211178353812
2022-01-29,3.5149050394596197
2022-01-30,3.9119555641704298
2022-01-31,3.914066771913827
2022-02-01,4.121518704791427
2022-02-02,4.0049768026347135
2022-02-03,3.7009991000054114
2022-02-04,3.6910092728017236
2022-02-05,4.03025820581785
2022-02-06,4.3840979860376805
2022-02-07,4.675751585627429
2022-02-08,4.700717039514542
2022-02-09,4.833026036713006
2022-02-10,4.719626430433782
2022-02-11,4.426785171076426
2022-02-12,4.221180389258128
2022-02-13,4.2358376221972325
2022-02-14,4.10484201045722
2022-02-15,4.044886674640184
2022-02-16,4.409749530836003
2022-02-17,4.197377780711133
2022-02-18,3.75831164669024
2022-02-19,3.632654191960849
2022-02-20,3.5248986170041365
2022-02-21,3.2251185493472208
2022-02-22,2.9234239634128936
2022-02-23,3.1778779750664854
2022-02-24,3.0177823363066327
2022-02-25,3.0408508175261897
2022-02-26,3.182798656794369
2022-02-27,3.104788767277588
2022-02-28,2.9294830440160946
2022-03-01,3.210828172479068
2022-03-02,3.3706633692174317
2022-03-03,3.286574393017002
2022-03-04,3.14918654659094
2022-03-05,2.9213651151002886
2022-03-06,3.0226498704828098
2022-03-07,2.863622787668
2022-03-08,2.792719189280768
2022-03-09,2.823224799249603
2022-03-10,2.966291663665587
2022-03-11,2.83560138215396
2022-03-12,2.7826859082581277
2022-03-13,2.78853052780289
2022-03-14,2.728323302014768
2022-03-15,2.7500241626625033
2022-03-16,2.737116265514149
2022-03-17,3.2413760005906047
2022-03-18,3.224115257217082
2022-03-19,3.2128581720705722
2022-03-20,3.231926879951329
2022-03-21,3.0924716194363686
2022-03-22,3.082106948231956
2022-03-23,3.1184117575853145
2022-03-24,3.304215654672587
2022-03-25,3.4359580906080973
2022-03-26,3.3617074395103264
2022-03-27,3.3877130101710797
2022-03-28,3.5487923927479503
2022-03-29,3.451975552539811
2022-03-30,3.5003540620844
2022-03-31,3.533591976229998
2022-04-01,3.4000345421565537
2022-04-02,3.5126101849952214
2022-04-03,3.454513532897289
2022-04-04,3.5359354617469996
2022-04-05,3.4753723456646357
2022-04-06,3.3401183602287174
2022-04-07,2.9663544481784174
2022-04-08,3.0884755951100984
2022-04-09,2.91034268127658
2022-04-10,3.008802486756954
2022-04-11,2.899998130529875
2022-04-12,2.684953703138436
2022-04-13,2.7987575967541383
2022-04-14,2.880455189043245
2022-04-15,2.7862096217667536
2022-04-16,2.806783726182309
2022-04-17,2.832308452569555
2022-04-18,2.691793794708038
2022-04-19,2.7518890861097356
2022-04-20,2.925098520844777
2022-04-21,2.8667318200327925
2022-04-22,2.7614175159792667
2022-04-23,2.7508265519909343
2022-04-24,2.7045161437024405
2022-04-25,2.7740641314412553
2022-04-26,2.725330467631426
2022-04-27,2.4816160680194796
2022-04-28,2.531676492265867
2022-04-29,2.503483772247679
2022-04-30,2.3049869630227726
2022-05-01,1.982929576851805
