date,magic-internet-money
2021-12-24,1.0027830133002853
2021-12-25,1.0015793148718346
2021-12-26,1.0023220284672891
2021-12-27,1.0003195738974089
2021-12-28,0.9974702671857822
2021-12-29,0.9943315878648835
2021-12-30,0.9969693125056275
2021-12-31,1.0036536596025267
2022-01-01,0.9966361824764953
2022-01-02,1.0043033765207448
2022-01-03,1.0016130725012002
2022-01-04,1.0015622229301206
2022-01-05,1.0001292970907434
2022-01-06,0.9998012396594891
2022-01-07,1.00338826337809
2022-01-08,1.0045290798029822
2022-01-09,0.9960745695392551
2022-01-10,1.0017113429903717
2022-01-11,1.0018559796165771
2022-01-12,1.0014636214474562
2022-01-13,0.9992248419930363
2022-01-14,1.0022270349827076
2022-01-15,1.0001624659011417
2022-01-16,1.001091265429823
2022-01-17,0.9987834692119291
2022-01-18,1.002664567659003
2022-01-19,1.0024775709149594
2022-01-20,1.00067416167949
2022-01-21,0.9997381300982605
2022-01-22,1.0021042815607182
2022-01-23,1.0051071213547835
2022-01-24,1.000254348711996
2022-01-25,1.0033193594242724
2022-01-26,1.0039602519971471
2022-01-27,1.0026382961494744
2022-01-28,0.989424328406827
2022-01-29,0.989085731366425
2022-01-30,0.9954072391625333
2022-01-31,0.9903197269658157
2022-02-01,0.9912839628788117
2022-02-02,0.9981494025108715
2022-02-03,0.99645628175773
2022-02-04,0.9994118321638917
2022-02-05,1.0012717056907086
2022-02-06,0.9970180929830079
2022-02-07,1.0018509769423785
2022-02-08,0.9971210834524169
2022-02-09,1.0000482357579465
2022-02-10,1.0009333231723903
2022-02-11,0.9978528682280866
2022-02-12,0.9968418994425989
2022-02-13,0.998972846188592
2022-02-14,0.9987768713017826
2022-02-15,0.9971702885708784
2022-02-16,0.9986693233155831
2022-02-17,0.9953366355253445
2022-02-18,0.9969879580562451
2022-02-19,0.9977731840774289
2022-02-20,1.0006987757278478
2022-02-21,0.9949205445018026
2022-02-22,0.991134914546566
2022-02-23,0.9987546253398082
2022-02-24,0.9959703203265554
2022-02-25,0.9992854451640131
2022-02-26,1.0000878755312377
2022-02-27,1.0013195144702316
2022-02-28,1.0018133070962496
2022-03-01,1.0014101494812355
2022-03-02,1.0017450787431954
2022-03-03,0.9971405224350364
2022-03-04,0.9977868357060949
2022-03-05,0.9990239463526391
2022-03-06,0.999244660249824
2022-03-07,1.0003279735766495
2022-03-08,0.996506066511174
2022-03-09,0.9958344566895172
2022-03-10,1.0008834347767583
2022-03-11,0.9972610219218365
2022-03-12,0.9963050114823784
2022-03-13,0.9965170584553331
2022-03-14,1.0006385230119257
2022-03-15,0.997640583103328
2022-03-16,0.9959982970383523
2022-03-17,0.997632450741551
2022-03-18,0.9990250771326648
2022-03-19,0.9985344604367049
2022-03-20,0.9981600972955003
2022-03-21,0.9969799783212594
2022-03-22,0.9970058570006002
2022-03-23,0.9940054763138932
2022-03-24,0.9945285022467188
2022-03-25,0.9857277875557491
2022-03-26,0.989628872278921
2022-03-27,0.9882958430196357
2022-03-28,0.9876479250394236
2022-03-29,0.9903270280959731
2022-03-30,0.9898139870006444
2022-03-31,0.9906735684434804
2022-04-01,0.9979642348437184
2022-04-02,0.9978666482411285
2022-04-03,0.9968440433432941
2022-04-04,0.9973880409238295
2022-04-05,0.9962139329495004
2022-04-06,0.999827002362985
2022-04-07,0.9994230062182453
2022-04-08,0.9986876432392258
2022-04-09,1.0000019728985257
2022-04-10,1.000141269650087
2022-04-11,0.9988306319197506
2022-04-12,0.9995099673288674
2022-04-13,1.0029339142588314
2022-04-14,1.0000534381962045
2022-04-15,0.9997007673181347
2022-04-16,1.0005900858490775
2022-04-17,0.9988082122356979
2022-04-18,0.9985643982775891
2022-04-19,0.9983040580125576
2022-04-20,1.000075011185556
2022-04-21,0.9982102955941637
2022-04-22,0.9987920543239367
2022-04-23,0.9986550839056977
2022-04-24,0.9993943799713002
2022-04-25,0.9958503494582164
2022-04-26,0.9997439613992369
2022-04-27,0.9992719985154781
2022-04-28,0.9974186188392091
2022-04-29,0.9978979648992478
2022-04-30,1.0005839004619421
2022-05-01,1.000060409582918
