date,tether
2017-03-21 00:00:00.000,1.0
2017-03-22 00:00:00.000,1.0
2017-03-23 00:00:00.000,1.0
2017-03-24 00:00:00.000,0.999898
2017-03-25 00:00:00.000,0.999924
2017-03-26 00:00:00.000,1.0
2017-03-27 00:00:00.000,1.0
2017-03-28 00:00:00.000,1.0
2017-03-29 00:00:00.000,0.999933
2017-03-30 00:00:00.000,0.999995
2017-03-31 00:00:00.000,0.9999639999999997
2017-04-01 00:00:00.000,0.999612
2017-04-02 00:00:00.000,1.0
2017-04-03 00:00:00.000,0.999721
2017-04-04 00:00:00.000,1.0
2017-04-05 00:00:00.000,1.0
2017-04-06 00:00:00.000,0.999943
2017-04-07 00:00:00.000,0.999871
2017-04-08 00:00:00.000,0.999726
2017-04-09 00:00:00.000,0.999682
2017-04-10 00:00:00.000,0.999919
2017-04-11 00:00:00.000,0.999843
2017-04-12 00:00:00.000,0.999585
2017-04-13 00:00:00.000,0.999553
2017-04-14 00:00:00.000,0.998817
2017-04-15 00:00:00.000,0.999939
2017-04-16 00:00:00.000,0.999545
2017-04-17 00:00:00.000,0.999276
2017-04-18 00:00:00.000,0.999622
2017-04-19 00:00:00.000,0.999537
2017-04-20 00:00:00.000,0.998208
2017-04-21 00:00:00.000,0.985009
2017-04-22 00:00:00.000,0.941889
2017-04-23 00:00:00.000,0.921411
2017-04-24 00:00:00.000,0.917946
2017-04-25 00:00:00.000,0.913823
2017-04-26 00:00:00.000,0.92092
2017-04-27 00:00:00.000,0.924363
2017-04-28 00:00:00.000,0.934481
2017-04-29 00:00:00.000,0.937209
2017-04-30 00:00:00.000,0.936805
2017-05-01 00:00:00.000,0.935988
2017-05-02 00:00:00.000,0.932639
2017-05-03 00:00:00.000,0.93336
2017-05-04 00:00:00.000,0.945751
2017-05-05 00:00:00.000,0.955403
2017-05-06 00:00:00.000,0.968581
2017-05-07 00:00:00.000,0.969046
2017-05-08 00:00:00.000,0.967223
2017-05-09 00:00:00.000,0.970467
2017-05-10 00:00:00.000,0.980077
2017-05-11 00:00:00.000,0.981438
2017-05-12 00:00:00.000,0.97345
2017-05-13 00:00:00.000,0.977775
2017-05-14 00:00:00.000,0.981753
2017-05-15 00:00:00.000,0.972028
2017-05-16 00:00:00.000,0.968161
2017-05-17 00:00:00.000,0.966008
2017-05-18 00:00:00.000,0.970781
2017-05-19 00:00:00.000,0.988722
2017-05-20 00:00:00.000,0.991763
2017-05-21 00:00:00.000,1.0
2017-05-22 00:00:00.000,1.0
2017-05-23 00:00:00.000,1.0
2017-05-24 00:00:00.000,1.02
2017-05-25 00:00:00.000,1.06
2017-05-26 00:00:00.000,1.03
2017-05-27 00:00:00.000,1.03
2017-05-28 00:00:00.000,1.04
2017-05-29 00:00:00.000,1.02
2017-05-30 00:00:00.000,1.01
2017-05-31 00:00:00.000,1.03
2017-06-01 00:00:00.000,1.03
2017-06-02 00:00:00.000,1.03
2017-06-03 00:00:00.000,1.02
2017-06-04 00:00:00.000,1.01
2017-06-05 00:00:00.000,1.02
2017-06-06 00:00:00.000,1.0
2017-06-07 00:00:00.000,1.01
2017-06-08 00:00:00.000,1.0
2017-06-09 00:00:00.000,0.999397
2017-06-10 00:00:00.000,1.02
2017-06-11 00:00:00.000,1.01
2017-06-12 00:00:00.000,1.02
2017-06-13 00:00:00.000,1.01
2017-06-14 00:00:00.000,1.03
2017-06-15 00:00:00.000,1.01
2017-06-16 00:00:00.000,1.02
2017-06-17 00:00:00.000,0.989133
2017-06-18 00:00:00.000,1.0
2017-06-19 00:00:00.000,0.992096
2017-06-20 00:00:00.000,0.973935
2017-06-21 00:00:00.000,0.980126
2017-06-22 00:00:00.000,0.973686
2017-06-23 00:00:00.000,1.0
2017-06-24 00:00:00.000,1.01
2017-06-25 00:00:00.000,1.01
2017-06-26 00:00:00.000,0.970667
2017-06-27 00:00:00.000,1.01
2017-06-28 00:00:00.000,1.01
2017-06-29 00:00:00.000,1.02
2017-06-30 00:00:00.000,1.01
2017-07-01 00:00:00.000,1.02
2017-07-02 00:00:00.000,1.01
2017-07-03 00:00:00.000,1.0
2017-07-04 00:00:00.000,0.997371
2017-07-05 00:00:00.000,0.997172
2017-07-06 00:00:00.000,1.0
2017-07-07 00:00:00.000,1.01
2017-07-08 00:00:00.000,1.0
2017-07-09 00:00:00.000,1.01
2017-07-10 00:00:00.000,0.998826
2017-07-11 00:00:00.000,1.01
2017-07-12 00:00:00.000,1.0
2017-07-13 00:00:00.000,1.01
2017-07-14 00:00:00.000,1.0
2017-07-15 00:00:00.000,1.0
2017-07-16 00:00:00.000,1.0
2017-07-17 00:00:00.000,1.0
2017-07-18 00:00:00.000,0.996755
2017-07-19 00:00:00.000,1.0
2017-07-20 00:00:00.000,0.993394
2017-07-21 00:00:00.000,1.0
2017-07-22 00:00:00.000,0.996386
2017-07-23 00:00:00.000,0.993869
2017-07-24 00:00:00.000,0.99342
2017-07-25 00:00:00.000,0.997242
2017-07-26 00:00:00.000,1.0
2017-07-27 00:00:00.000,0.998232
2017-07-28 00:00:00.000,0.999857
2017-07-29 00:00:00.000,0.99824
2017-07-30 00:00:00.000,0.99979
2017-07-31 00:00:00.000,1.0
2017-08-01 00:00:00.000,0.996736
2017-08-02 00:00:00.000,0.999116
2017-08-03 00:00:00.000,0.969803
2017-08-04 00:00:00.000,1.0
2017-08-05 00:00:00.000,1.0
2017-08-06 00:00:00.000,1.0
2017-08-07 00:00:00.000,1.0
2017-08-08 00:00:00.000,1.0
2017-08-09 00:00:00.000,0.998955
2017-08-10 00:00:00.000,0.998606
2017-08-11 00:00:00.000,0.99888
2017-08-12 00:00:00.000,1.0
2017-08-13 00:00:00.000,0.998202
2017-08-14 00:00:00.000,0.999249
2017-08-15 00:00:00.000,1.01
2017-08-16 00:00:00.000,0.998347
2017-08-17 00:00:00.000,1.0
2017-08-18 00:00:00.000,0.990268
2017-08-19 00:00:00.000,1.02
2017-08-20 00:00:00.000,0.996677
2017-08-21 00:00:00.000,1.0
2017-08-22 00:00:00.000,1.01
2017-08-23 00:00:00.000,1.0
2017-08-24 00:00:00.000,1.0
2017-08-25 00:00:00.000,1.0
2017-08-26 00:00:00.000,1.0
2017-08-27 00:00:00.000,1.0
2017-08-28 00:00:00.000,1.0
2017-08-29 00:00:00.000,1.0
2017-08-30 00:00:00.000,1.0
2017-08-31 00:00:00.000,1.0
2017-09-01 00:00:00.000,1.01
2017-09-02 00:00:00.000,1.02
2017-09-03 00:00:00.000,1.0
2017-09-04 00:00:00.000,1.02
2017-09-05 00:00:00.000,1.01
2017-09-06 00:00:00.000,1.0
2017-09-07 00:00:00.000,1.0
2017-09-08 00:00:00.000,1.01
2017-09-09 00:00:00.000,1.0
2017-09-10 00:00:00.000,1.01
2017-09-11 00:00:00.000,1.0
2017-09-12 00:00:00.000,1.0
2017-09-13 00:00:00.000,1.0
2017-09-14 00:00:00.000,0.999769
2017-09-15 00:00:00.000,0.998812
2017-09-16 00:00:00.000,1.00318
2017-09-17 00:00:00.000,1.00477
2017-09-18 00:00:00.000,1.00161
2017-09-19 00:00:00.000,1.00153
2017-09-20 00:00:00.000,0.997989
2017-09-21 00:00:00.000,1.00684
2017-09-22 00:00:00.000,1.0049
2017-09-23 00:00:00.000,1.00084
2017-09-24 00:00:00.000,1.00439
2017-09-25 00:00:00.000,1.00064
2017-09-26 00:00:00.000,1.00195
2017-09-27 00:00:00.000,1.00334
2017-09-28 00:00:00.000,0.999143
2017-09-29 00:00:00.000,1.00278
2017-09-30 00:00:00.000,0.996854
2017-10-01 00:00:00.000,0.998642
2017-10-02 00:00:00.000,1.00091
2017-10-03 00:00:00.000,1.00226
2017-10-04 00:00:00.000,1.00069
2017-10-05 00:00:00.000,1.00009
2017-10-06 00:00:00.000,1.00093
2017-10-07 00:00:00.000,0.998909
2017-10-08 00:00:00.000,0.998339
2017-10-09 00:00:00.000,1.00029
2017-10-10 00:00:00.000,1.00001
2017-10-11 00:00:00.000,0.997899
2017-10-12 00:00:00.000,0.999551
2017-10-13 00:00:00.000,1.00076
2017-10-14 00:00:00.000,1.00294
2017-10-15 00:00:00.000,0.999286
2017-10-16 00:00:00.000,0.998281
2017-10-17 00:00:00.000,1.00284
2017-10-18 00:00:00.000,1.00064
2017-10-19 00:00:00.000,1.00131
2017-10-20 00:00:00.000,1.00225
2017-10-21 00:00:00.000,1.00147
2017-10-22 00:00:00.000,1.00166
2017-10-23 00:00:00.000,0.996017
2017-10-24 00:00:00.000,0.999485
2017-10-25 00:00:00.000,1.00217
2017-10-26 00:00:00.000,0.999321
2017-10-27 00:00:00.000,1.00074
2017-10-28 00:00:00.000,1.00182
2017-10-29 00:00:00.000,0.999987
2017-10-30 00:00:00.000,0.997833
2017-10-31 00:00:00.000,0.998742
2017-11-01 00:00:00.000,0.998106
2017-11-02 00:00:00.000,1.00129
2017-11-03 00:00:00.000,1.00302
2017-11-04 00:00:00.000,1.00473
2017-11-05 00:00:00.000,0.999176
2017-11-06 00:00:00.000,1.00494
2017-11-07 00:00:00.000,1.00255
2017-11-08 00:00:00.000,1.01153
2017-11-09 00:00:00.000,1.00623
2017-11-10 00:00:00.000,1.00231
2017-11-11 00:00:00.000,1.00553
2017-11-12 00:00:00.000,1.00717
2017-11-13 00:00:00.000,1.00998
2017-11-14 00:00:00.000,1.00566
2017-11-15 00:00:00.000,1.00487
2017-11-16 00:00:00.000,0.993232
2017-11-17 00:00:00.000,1.0022
2017-11-18 00:00:00.000,1.0023
2017-11-19 00:00:00.000,1.00064
2017-11-20 00:00:00.000,0.998933
2017-11-21 00:00:00.000,0.997636
2017-11-22 00:00:00.000,0.997972
2017-11-23 00:00:00.000,1.00055
2017-11-24 00:00:00.000,1.00305
2017-11-25 00:00:00.000,1.00546
2017-11-26 00:00:00.000,1.01419
2017-11-27 00:00:00.000,1.00235
2017-11-28 00:00:00.000,1.00057
2017-11-29 00:00:00.000,1.01913
2017-11-30 00:00:00.000,1.0089
2017-12-01 00:00:00.000,1.00844
2017-12-02 00:00:00.000,0.999631
2017-12-03 00:00:00.000,0.993652
2017-12-04 00:00:00.000,1.00177
2017-12-05 00:00:00.000,1.00236
2017-12-06 00:00:00.000,1.0093
2017-12-07 00:00:00.000,1.0312
2017-12-08 00:00:00.000,1.01755
2017-12-09 00:00:00.000,1.01846
2017-12-10 00:00:00.000,1.01666
2017-12-11 00:00:00.000,1.0107
2017-12-12 00:00:00.000,1.07406
2017-12-13 00:00:00.000,1.01946
2017-12-14 00:00:00.000,1.01142
2017-12-15 00:00:00.000,1.01604
2017-12-16 00:00:00.000,1.00749
2017-12-17 00:00:00.000,1.01064
2017-12-18 00:00:00.000,1.0142
2017-12-19 00:00:00.000,1.01531
2017-12-20 00:00:00.000,1.00057
2017-12-21 00:00:00.000,1.00832
2017-12-22 00:00:00.000,1.03535
2017-12-23 00:00:00.000,1.052
2017-12-24 00:00:00.000,1.0292
2017-12-25 00:00:00.000,1.01129
2017-12-26 00:00:00.000,1.00445
2017-12-27 00:00:00.000,1.0037
2017-12-28 00:00:00.000,1.00951
2017-12-29 00:00:00.000,1.00326
2017-12-30 00:00:00.000,1.01842
2017-12-31 00:00:00.000,1.01234
2018-01-01 00:00:00.000,1.00891
2018-01-02 00:00:00.000,1.00392
2018-01-03 00:00:00.000,1.01578
2018-01-04 00:00:00.000,1.00274
2018-01-05 00:00:00.000,0.999695
2018-01-06 00:00:00.000,1.00853
2018-01-07 00:00:00.000,1.00133
2018-01-08 00:00:00.000,1.01232
2018-01-09 00:00:00.000,1.00419
2018-01-10 00:00:00.000,1.0023
2018-01-11 00:00:00.000,1.00616
2018-01-12 00:00:00.000,1.00389
2018-01-13 00:00:00.000,1.00231
2018-01-14 00:00:00.000,1.01702
2018-01-15 00:00:00.000,1.00744
2018-01-16 00:00:00.000,1.03035
2018-01-17 00:00:00.000,1.02089
2018-01-18 00:00:00.000,1.02209
2018-01-19 00:00:00.000,1.00555
2018-01-20 00:00:00.000,1.00356
2018-01-21 00:00:00.000,1.003
2018-01-22 00:00:00.000,0.992747
2018-01-23 00:00:00.000,1.00714
2018-01-24 00:00:00.000,1.00486
2018-01-25 00:00:00.000,0.999067
2018-01-26 00:00:00.000,0.992098
2018-01-27 00:00:00.000,0.995557
2018-01-28 00:00:00.000,0.988924
2018-01-29 00:00:00.000,0.99629
2018-01-30 00:05:03.786,0.994773
2018-01-31 00:00:00.000,0.989954
2018-02-01 00:00:00.000,0.993109
2018-02-02 00:00:00.000,0.978577
2018-02-03 00:00:00.000,0.989437
2018-02-04 00:00:00.000,0.999372
2018-02-05 00:00:00.000,0.995898
2018-02-06 00:00:00.000,1.01066
2018-02-07 00:00:00.000,0.995519
2018-02-08 00:05:03.284,0.999616
2018-02-09 00:00:00.000,1.01792
2018-02-10 00:00:00.000,1.00169
2018-02-11 00:00:00.000,1.00549
2018-02-12 00:00:00.000,1.00667
2018-02-13 00:00:00.000,1.00146
2018-02-14 00:00:00.000,1.00366
2018-02-15 00:00:00.000,0.997587
2018-02-16 00:00:00.000,1.00112
2018-02-17 00:00:00.000,1.00225
2018-02-18 00:00:00.000,1.00623
2018-02-19 00:00:00.000,1.00329
2018-02-20 00:00:00.000,0.999762
2018-02-21 00:00:00.000,1.0006
2018-02-22 00:00:00.000,1.00128
2018-02-23 00:00:00.000,1.00319
2018-02-24 00:00:00.000,0.997796
2018-02-25 00:00:00.000,1.00595
2018-02-26 00:00:00.000,1.00504
2018-02-27 00:00:00.000,1.0012
2018-02-28 00:00:00.000,0.998792
2018-03-01 00:00:00.000,1.00189
2018-03-02 00:00:00.000,1.00063
2018-03-03 00:00:00.000,0.998889
2018-03-04 00:00:00.000,1.00123
2018-03-05 00:00:00.000,0.996547
2018-03-06 00:00:00.000,0.997801
2018-03-07 00:00:00.000,1.00069
2018-03-08 00:00:00.000,1.00298
2018-03-09 00:00:00.000,1.00321
2018-03-10 00:00:00.000,1.00169
2018-03-11 00:00:00.000,1.00251
2018-03-12 00:00:00.000,1.00929
2018-03-13 00:00:00.000,0.999281
2018-03-14 00:00:00.000,0.999219
2018-03-15 00:00:00.000,0.995842
2018-03-16 00:00:00.000,1.0019
2018-03-17 00:00:00.000,1.00029
2018-03-18 00:00:00.000,1.00177
2018-03-19 00:00:00.000,0.996524
2018-03-20 00:00:00.000,0.998764
2018-03-21 00:00:00.000,1.00476
2018-03-22 00:00:00.000,1.00076
2018-03-23 00:00:00.000,0.999939
2018-03-24 00:00:00.000,0.998429
2018-03-25 00:00:00.000,1.00055
2018-03-26 00:00:00.000,1.00064
2018-03-27 00:00:00.000,1.00273
2018-03-28 00:00:00.000,1.00647
2018-03-29 00:00:00.000,1.00172
2018-03-30 00:00:00.000,0.992949
2018-03-31 00:00:00.000,1.00063
2018-04-01 00:00:00.000,1.00069
2018-04-02 00:00:00.000,1.00329
2018-04-03 00:00:00.000,0.999559
2018-04-04 00:00:00.000,1.00064
2018-04-05 00:00:00.000,1.00017
2018-04-06 00:00:00.000,1.0
2018-04-07 00:00:00.000,1.0014
2018-04-08 00:00:00.000,1.00046
2018-04-09 00:00:00.000,0.999615
2018-04-10 00:00:00.000,0.997554
2018-04-11 00:00:00.000,0.998841
2018-04-12 00:00:00.000,0.995092
2018-04-13 00:00:00.000,0.9998283640746356
2018-04-14 00:00:00.000,0.9957125486792883
2018-04-15 00:00:00.000,0.9988122436663942
2018-04-16 00:00:00.000,1.0002910185606735
2018-04-17 00:00:00.000,1.0006716144914527
2018-04-18 00:00:00.000,0.9981573496998144
2018-04-19 00:00:00.000,0.9998616327779247
2018-04-20 00:00:00.000,1.0005132586722247
2018-04-21 00:00:00.000,0.9997819775990956
2018-04-22 00:00:00.000,0.9999889533875758
2018-04-23 00:00:00.000,1.0026592971630954
2018-04-24 00:00:00.000,1.001375744829374
2018-04-25 00:00:00.000,1.0018936953287871
2018-04-26 00:00:00.000,1.0008864360542655
2018-04-27 00:00:00.000,1.0004195946359566
2018-04-28 00:00:00.000,0.9976153396961952
2018-04-29 00:00:00.000,0.9990612770135986
2018-04-30 00:00:00.000,1.0003177691598195
2018-05-01 00:00:00.000,0.9988079548222335
2018-05-02 00:00:00.000,0.9989892195864863
2018-05-03 00:00:00.000,0.999034699055493
2018-05-04 00:00:00.000,1.0239439329625994
2018-05-05 00:00:00.000,0.9973922722019085
2018-05-06 00:00:00.000,0.9922094505325346
2018-05-07 00:00:00.000,0.9924885759626367
2018-05-08 00:00:00.000,0.9985963659994862
2018-05-09 00:00:00.000,0.9989295809834556
2018-05-10 00:00:00.000,1.0008221982543084
2018-05-11 00:00:00.000,0.9994011946621236
2018-05-12 00:00:00.000,1.0027097210763574
2018-05-13 00:00:00.000,1.0060821479819089
2018-05-14 00:00:00.000,1.0008624578925043
2018-05-15 00:00:00.000,1.001272182935934
2018-05-16 00:00:00.000,0.99865001136649
2018-05-17 00:00:00.000,1.002801507202543
2018-05-18 00:00:00.000,1.00145770271821
2018-05-19 00:00:00.000,0.99855597463461
2018-05-20 00:00:00.000,1.0012895812661484
2018-05-21 00:00:00.000,1.0010412980555883
2018-05-22 00:00:00.000,0.9984498873701723
2018-05-23 00:00:00.000,0.9973855831953938
2018-05-24 00:00:00.000,1.0006616552183614
2018-05-25 00:00:00.000,1.0014008480947831
2018-05-26 00:00:00.000,1.0028930642402303
2018-05-27 00:00:00.000,0.9997727691895181
2018-05-28 00:00:00.000,0.9996686748522018
2018-05-29 00:00:00.000,1.0041811332304318
2018-05-30 00:00:00.000,0.9991678311220679
2018-05-31 00:00:00.000,0.9978797942359612
2018-06-01 00:00:00.000,1.000784521551417
2018-06-02 00:00:00.000,1.0020179622993515
2018-06-03 00:00:00.000,0.9998853245001861
2018-06-04 00:00:00.000,1.0013862163024
2018-06-05 00:00:00.000,1.0029627177435758
2018-06-06 00:00:00.000,0.999351960493431
2018-06-07 00:00:00.000,0.9981728944421716
2018-06-08 00:00:00.000,0.999269500127054
2018-06-09 00:00:00.000,1.0015252296816877
2018-06-10 00:00:00.000,1.003475810846109
2018-06-11 00:00:00.000,1.0027009440251886
2018-06-12 00:00:00.000,1.00163162686697
2018-06-13 00:00:00.000,1.0021617481733989
2018-06-14 00:00:00.000,1.0013850423535695
2018-06-15 00:00:00.000,1.0015814519805015
2018-06-16 00:00:00.000,0.9998523117622709
2018-06-17 00:00:00.000,1.0016660597383682
2018-06-18 00:00:00.000,1.0001464213345308
2018-06-19 00:00:00.000,1.0001249436395556
2018-06-20 00:00:00.000,1.0008279860339544
2018-06-21 00:00:00.000,0.9986637338041118
2018-06-22 00:00:00.000,1.000195639151115
2018-06-23 00:00:00.000,1.0040637673172705
2018-06-24 00:00:00.000,1.005239686379734
2018-06-25 00:00:00.000,1.002559811458834
2018-06-26 00:00:00.000,1.0004024678550811
2018-06-27 00:00:00.000,1.0015085546053313
2018-06-28 00:00:00.000,1.0013577191657372
2018-06-29 00:00:00.000,0.9994856527131519
2018-06-30 00:00:00.000,1.0012491898425435
2018-07-01 00:00:00.000,1.0007549872449517
2018-07-02 00:00:00.000,0.998825215275785
2018-07-03 00:00:00.000,1.0000010612585057
2018-07-04 00:00:00.000,1.0005313991109133
2018-07-05 00:00:00.000,1.0046611535347438
2018-07-06 00:00:00.000,1.0032858911572344
2018-07-07 00:00:00.000,1.0089796359709797
2018-07-08 00:00:00.000,1.012253466503212
2018-07-09 00:00:00.000,1.0040334797148331
2018-07-10 00:00:00.000,1.0056835106568607
2018-07-11 00:00:00.000,1.008804106977082
2018-07-12 00:00:00.000,1.0906624398505471
2018-07-13 00:00:00.000,1.010523218760076
2018-07-14 00:00:00.000,1.0621433559649804
2018-07-15 00:00:00.000,1.1350801183140795
2018-07-16 00:00:00.000,1.134961877555378
2018-07-17 00:00:00.000,1.1829578820955602
2018-07-18 00:00:00.000,1.1398135580296116
2018-07-19 00:00:00.000,1.0690635179225323
2018-07-20 00:00:00.000,1.1288588131084691
2018-07-21 00:00:00.000,1.0929492757502148
2018-07-22 00:00:00.000,1.2201708651375087
2018-07-23 00:00:00.000,1.2573620835712582
2018-07-24 00:00:00.000,1.3230953058056187
2018-07-25 00:00:00.000,0.9966418815303782
2018-07-26 00:00:00.000,0.996311690040155
2018-07-27 00:00:00.000,0.9987306856355109
2018-07-28 00:00:00.000,0.9990033229218875
2018-07-29 00:00:00.000,0.9989935615314354
2018-07-30 00:00:00.000,0.9969980745654694
2018-07-31 00:00:00.000,0.9971535947443793
2018-08-01 00:00:00.000,0.9965115719750641
2018-08-02 00:00:00.000,1.0000444530146089
2018-08-03 00:00:00.000,0.9978966664958394
2018-08-04 00:00:00.000,0.9990702694279773
2018-08-05 00:00:00.000,0.9961335112915537
2018-08-06 00:00:00.000,0.950716486127369
2018-08-07 00:00:00.000,1.078959814899178
2018-08-08 00:00:00.000,0.9813234556501352
2018-08-09 00:00:00.000,1.1122108742547594
2018-08-10 00:00:00.000,0.997927803283411
2018-08-11 00:00:00.000,0.9827472889881015
2018-08-12 00:00:00.000,0.9875182096336307
2018-08-13 00:00:00.000,0.974256934756408
2018-08-14 00:00:00.000,0.9890205954407734
2018-08-15 00:00:00.000,1.0037869871018303
2018-08-16 00:00:00.000,1.0000759377722463
2018-08-17 00:00:00.000,0.9868326443137994
2018-08-18 00:00:00.000,0.9985890863876131
2018-08-19 00:00:00.000,1.0000519578297318
2018-08-20 00:00:00.000,1.0003604972572533
2018-08-21 00:00:00.000,1.0017850614180555
2018-08-22 00:00:00.000,1.0022845116819183
2018-08-23 00:00:00.000,0.9999428969328549
2018-08-24 00:00:00.000,1.0032344521602297
2018-08-25 00:00:00.000,1.0020586700462926
2018-08-26 00:00:00.000,1.000952790056546
2018-08-27 00:00:00.000,0.9981899575637198
2018-08-28 00:00:00.000,1.0049770910822666
2018-08-29 00:00:00.000,1.0044181368049123
2018-08-30 00:00:00.000,1.003258736993496
2018-08-31 00:00:00.000,0.9997843215537942
2018-09-01 00:00:00.000,1.0010978883619572
2018-09-02 00:00:00.000,1.0008254355256239
2018-09-03 00:00:00.000,1.0001495128293068
2018-09-04 00:00:00.000,0.997555937657755
2018-09-05 00:00:00.000,0.9989595226518219
2018-09-06 00:00:00.000,0.9927298764326596
2018-09-07 00:00:00.000,0.9997195628851601
2018-09-08 00:00:00.000,0.999818359721254
2018-09-09 00:00:00.000,0.9994603063159336
2018-09-10 00:00:00.000,1.0019226771600194
2018-09-11 00:00:00.000,0.9987512506699777
2018-09-12 00:00:00.000,0.9996731784805308
2018-09-13 00:00:00.000,0.9994016798600666
2018-09-14 00:00:00.000,0.9993476701112308
2018-09-15 00:00:00.000,0.9999709089213654
2018-09-16 00:00:00.000,1.0004076184679729
2018-09-17 00:00:00.000,1.0013383499467152
2018-09-18 00:00:00.000,1.000104078076608
2018-09-19 00:00:00.000,0.9992801326335784
2018-09-20 00:00:00.000,1.0005638252522986
2018-09-21 00:00:00.000,1.001529270525077
2018-09-22 00:00:00.000,1.0002023630106276
2018-09-23 00:00:00.000,1.004153389524118
2018-09-24 00:00:00.000,0.99918605119278
2018-09-25 00:00:00.000,1.0005418764812126
2018-09-26 00:00:00.000,0.9991856196200445
2018-09-27 00:00:00.000,1.0003591967531758
2018-09-28 00:00:00.000,1.001127280540107
2018-09-29 00:00:00.000,0.9996367904196621
2018-09-30 00:00:00.000,1.0002592877631717
2018-10-01 00:00:00.000,0.999919351368124
2018-10-02 00:00:00.000,0.9990141419784629
2018-10-03 00:00:00.000,0.9977535177160171
2018-10-04 00:00:00.000,0.999413926460301
2018-10-05 00:00:00.000,1.0000079556124415
2018-10-06 00:00:00.000,0.9987360437399019
2018-10-07 00:00:00.000,1.00026618899695
2018-10-08 00:00:00.000,0.999782372822201
2018-10-09 00:00:00.000,0.9993450316055099
2018-10-10 00:00:00.000,0.9974842371813535
2018-10-11 00:00:00.000,0.9952815649550001
2018-10-12 00:00:00.000,0.9986056931211403
2018-10-13 00:00:00.000,0.9981127279170966
2018-10-14 00:00:00.000,0.9977302873761474
2018-10-15 00:00:00.000,0.9960227568625548
2018-10-16 00:00:00.000,0.9855572887575765
2018-10-17 00:00:00.000,0.9825140189038144
2018-10-18 00:00:00.000,0.9886988229992333
2018-10-19 00:00:00.000,0.9876486143829238
2018-10-20 00:00:00.000,0.9946650189622654
2018-10-21 00:00:00.000,0.9933413425039292
2018-10-22 00:00:00.000,0.9929724619922891
2018-10-23 00:00:00.000,0.9940662171492829
2018-10-24 00:00:00.000,0.9904537116835976
2018-10-25 00:00:00.000,0.9916839064637224
2018-10-26 00:00:00.000,0.9913896864534957
2018-10-27 00:00:00.000,0.9923976751255891
2018-10-28 00:00:00.000,0.9940387922558266
2018-10-29 00:00:00.000,0.9966332386186988
2018-10-30 00:00:00.000,0.9942102884098045
2018-10-31 00:00:00.000,0.9983033404929608
