date,usd-coin
2018-10-05,1.0062418761688314
2018-10-06,1.0015295223068545
2018-10-07,1.0011765043127938
2018-10-08,1.001905911132403
2018-10-09,1.0019831097094631
2018-10-10,1.0005908753691823
2018-10-11,0.9977933708509774
2018-10-12,1.0076602944652702
2018-10-13,1.008262383169264
2018-10-14,1.0137145808037764
2018-10-15,1.0246151034767481
2018-10-16,1.0378565115974134
2018-10-17,1.038785121859443
2018-10-18,1.0334273839324508
2018-10-19,1.019065257484703
2018-10-20,1.0155311574843262
2018-10-21,1.034745251346367
2018-10-22,1.0283612634572388
2018-10-23,1.0204771456056614
2018-10-24,1.006844552537861
2018-10-25,1.0096900574205956
2018-10-26,1.0093298967997846
2018-10-27,1.0157784724489962
2018-10-28,1.0056238692821504
2018-10-29,1.016774736673949
2018-10-30,1.00418109790882
2018-10-31,1.0037392302463237
2018-11-01,1.00194193605794
2018-11-02,1.00597560454346
2018-11-03,1.0096509551570723
2018-11-04,1.0072336042044014
2018-11-05,0.9903074053049711
2018-11-06,1.0014061186845773
2018-11-07,1.0045647066109376
2018-11-08,1.0125163832228556
2018-11-09,1.0068568016169066
2018-11-10,1.0139763332383507
2018-11-11,1.0117477643349067
2018-11-12,1.0153749392120224
2018-11-13,1.0168076002220288
2018-11-14,1.0193995557689386
2018-11-15,1.043464578265039
2018-11-16,1.0271398911620848
2018-11-17,1.0176866357525292
2018-11-18,1.021177629328473
2018-11-19,1.0143983558831842
2018-11-20,1.0265780989562938
2018-11-21,1.0226307060064177
2018-11-22,1.0173723133785122
2018-11-23,1.0352277219039814
2018-11-24,1.0202056325071216
2018-11-25,1.0238814414968982
2018-11-26,1.0250351308187968
2018-11-27,1.0247661500889826
2018-11-28,1.01860825428322
2018-11-29,1.006388661311445
2018-11-30,1.010019230853864
2018-12-01,1.014455024544729
2018-12-02,1.014259980780964
2018-12-03,1.0131454711701735
2018-12-04,1.0162044997423538
2018-12-05,1.0125975613067733
2018-12-06,1.0114107326242836
2018-12-07,1.0039358587187368
2018-12-08,1.0027462560703282
2018-12-09,1.0101407128103683
2018-12-10,1.0017554926426482
2018-12-11,1.0028402762987492
2018-12-12,1.0067356637403644
2018-12-13,1.0106289958346486
2018-12-14,1.0045646390453196
2018-12-15,1.0090300663996765
2018-12-16,1.0080981900970416
2018-12-17,1.005548178026623
2018-12-18,1.0129560224169563
2018-12-19,0.9953123214785405
2018-12-20,1.0009932840126576
2018-12-21,0.9990882424265615
2018-12-22,1.0000686050717391
2018-12-23,1.001643906643136
2018-12-24,0.9959120395886456
2018-12-25,0.9983937045788638
2018-12-26,0.9976611714288718
2018-12-27,0.9915703765247943
2018-12-28,1.0020975624806603
2018-12-29,0.9922737805510076
2018-12-30,0.9716883186985201
2018-12-31,0.9966545155124313
2019-01-01,0.9976894037632307
2019-01-02,0.9951852647516942
2019-01-03,0.9935909097662369
2019-01-04,0.9968250513406584
2019-01-05,0.9966481996728974
2019-01-06,0.9967406691442405
2019-01-07,0.992089851664288
2019-01-08,0.9940909910303195
2019-01-09,0.9945165527707476
2019-01-10,0.9943498369537411
2019-01-11,0.9971620071880697
2019-01-12,0.9990424135339254
2019-01-13,0.9945723829730875
2019-01-14,0.9963743576160586
2019-01-15,0.992547386428236
2019-01-16,0.9947577469883966
2019-01-17,0.9987084519205629
2019-01-18,0.9950563017528204
2019-01-19,0.9974268673785209
2019-01-20,0.9959416463277131
2019-01-21,0.9999417046161762
2019-01-22,1.000188375677402
2019-01-23,0.9976439120774095
2019-01-24,1.00084634441195
2019-01-25,1.0004815469447297
2019-01-26,1.00122361557947
2019-01-27,1.0053296378112857
2019-01-28,1.0062325598594593
2019-01-29,1.0042580197407245
2019-01-30,1.0043737581833938
2019-01-31,1.00579706444803
2019-02-01,1.0075973319637923
2019-02-02,1.007840519178222
2019-02-03,1.0068166981428988
2019-02-04,1.012555492697702
2019-02-05,1.0137671907768382
2019-02-06,1.01205342125973
2019-02-07,1.012257829183548
2019-02-08,1.0111559364822977
2019-02-09,1.0142366473259796
2019-02-10,1.0127902387241083
2019-02-11,1.007791090365872
2019-02-12,1.0120616193230862
2019-02-13,1.011640431798273
2019-02-14,1.0111885643512666
2019-02-15,1.0088991472416702
2019-02-16,1.0094877156461035
2019-02-17,1.0094955605146758
2019-02-18,1.0107082293963472
2019-02-19,1.0052802385578739
2019-02-20,1.0081488207133262
2019-02-21,1.00893586659942
2019-02-22,1.008849941179008
2019-02-23,1.0087796202559844
2019-02-24,1.0047640200499162
2019-02-25,1.003613726488529
2019-02-26,1.0024126201545014
2019-02-27,1.0039887309431723
2019-02-28,1.0050664672284253
2019-03-01,1.0053225313580567
2019-03-02,1.0011630221741437
2019-03-03,1.0034924434216583
2019-03-04,1.0054812470994352
2019-03-05,1.004310484094902
2019-03-06,1.0035714254602108
2019-03-07,1.004636598352006
2019-03-08,1.0026664121815878
2019-03-09,1.0052971676055413
2019-03-10,1.0065659409411396
2019-03-11,1.006684930731364
2019-03-12,1.003326378432878
2019-03-13,1.0054073226357678
2019-03-14,1.003216968365631
2019-03-15,1.0060676624402292
2019-03-16,1.0070004928628475
2019-03-17,1.00506239250836
2019-03-18,1.0041302846251865
2019-03-19,1.0052982474215333
2019-03-20,1.004344968477835
2019-03-21,1.0029100791765952
2019-03-22,1.002042817099511
2019-03-23,1.0030587913268492
2019-03-24,1.0073916571906216
2019-03-25,1.0054607497142412
2019-03-26,1.0035883767485823
2019-03-27,1.0056591006123607
2019-03-28,1.0013701468328524
2019-03-29,1.0042666390081265
2019-03-30,1.003217997338693
2019-03-31,1.002442232453835
2019-04-01,1.0019158612106724
2019-04-02,1.002885215370053
2019-04-03,0.9951288362883187
2019-04-04,0.9963378970413249
2019-04-05,0.9991977892254187
2019-04-06,0.9974088946143607
2019-04-07,0.9988979593383887
2019-04-08,0.9985614280983468
2019-04-09,0.9941309483505305
2019-04-10,0.9940743092271666
2019-04-11,0.9979991306988518
2019-04-12,0.9959448115829106
2019-04-13,0.9991093454632184
2019-04-14,0.9990687431740858
2019-04-15,0.9994719271008681
2019-04-16,1.0023996065250738
2019-04-17,0.9978406400780606
2019-04-18,0.998877550485222
2019-04-19,0.999059076411404
2019-04-20,0.9979109375442505
2019-04-21,0.998142711845702
2019-04-22,1.0017937433378328
2019-04-23,0.9973767806323411
2019-04-24,1.0003646430979964
2019-04-25,1.0007310738565793
2019-04-26,1.0158753568753032
2019-04-27,1.0299597859825071
2019-04-28,1.0181655452782374
2019-04-29,1.0206980362312865
2019-04-30,1.011371192482788
2019-05-01,1.0053200378775697
2019-05-02,1.0099823564037334
2019-05-03,1.0106322947791002
2019-05-04,1.0120961545960643
2019-05-05,1.007151079675136
2019-05-06,1.0055690121275342
2019-05-07,1.0061114401054232
2019-05-08,1.0085138529218776
2019-05-09,1.007085574813543
2019-05-10,1.0080036771676792
2019-05-11,1.007717650515269
2019-05-12,1.0011829053575425
2019-05-13,1.0020654742153063
2019-05-14,0.9988095239556996
2019-05-15,0.9937979661056594
2019-05-16,0.9966579237813596
2019-05-17,0.9996205252205883
2019-05-18,1.008279488591459
2019-05-19,1.0022629088379382
2019-05-20,0.9993427998537022
2019-05-21,0.9975676416325479
2019-05-22,0.9978303993223501
2019-05-23,0.9998024114923273
2019-05-24,1.0020401855802195
2019-05-25,1.000936191533932
2019-05-26,1.0037128509121127
2019-05-27,0.9999653657173496
2019-05-28,1.0039452816863081
2019-05-29,1.0077776812396686
2019-05-30,1.0017394933469708
2019-05-31,1.0005408027562845
2019-06-01,1.008380366325288
2019-06-02,1.006187806847086
2019-06-03,1.0005471525271938
2019-06-04,1.000585355358898
2019-06-05,1.0025464648328948
2019-06-06,1.0031665469364526
2019-06-07,1.0015944792056304
2019-06-08,1.0005413452723213
2019-06-09,1.0017499651897508
2019-06-10,1.0048293217717428
2019-06-11,1.0035526286067071
2019-06-12,0.9962117319597326
2019-06-13,0.9987240389027506
2019-06-14,1.000988185025491
2019-06-15,0.9961121599121703
2019-06-16,0.9983310853331963
2019-06-17,1.001112050231655
2019-06-18,0.9993317005591263
2019-06-19,1.0104149948369634
2019-06-20,1.0014965894239423
2019-06-21,0.9978960586801418
2019-06-22,0.9993153167430641
2019-06-23,1.0026882068272327
2019-06-24,1.0108152322720498
2019-06-25,1.0054401411317186
2019-06-26,1.0060165393347231
2019-06-27,1.0112531087065046
2019-06-28,1.0215707743741298
2019-06-29,1.001571069932153
2019-06-30,1.0014746169480329
2019-07-01,1.00834240117586
2019-07-02,1.0024521792633196
2019-07-03,1.0063704793504877
2019-07-04,1.0030411138468454
2019-07-05,1.0054587440927647
2019-07-06,1.0025656535208927
2019-07-07,1.0058844445889823
2019-07-08,1.0006235648824766
2019-07-09,0.9993227300700108
2019-07-10,1.0018462288582095
2019-07-11,1.0045652677069055
2019-07-12,1.005685215025054
2019-07-13,1.0012585270365302
2019-07-14,1.0041474447061505
2019-07-15,1.0060046817227213
2019-07-16,1.0008334158631407
2019-07-17,1.0046952778942067
2019-07-18,0.9990434068567036
2019-07-19,0.9966837498668562
2019-07-20,1.0010556839314002
2019-07-21,1.0064872054751859
2019-07-22,1.001142152926635
2019-07-23,1.0025483809767657
2019-07-24,1.0033952576842255
2019-07-25,0.9976490159724818
2019-07-26,0.9995474580539601
2019-07-27,1.0003327759831973
2019-07-28,1.0016922342808228
2019-07-29,0.9969426408176574
2019-07-30,1.0006390733952528
2019-07-31,0.9967522990805723
2019-08-01,1.0020573164933964
2019-08-02,0.996404285883489
2019-08-03,0.9993345139137482
2019-08-04,0.9980223950651951
2019-08-05,0.9973969337263109
2019-08-06,0.9995704351299115
2019-08-07,0.9993708141576209
2019-08-08,1.0083850983020688
2019-08-09,1.0086975757954002
2019-08-10,0.9997664045062117
2019-08-11,1.0022926686531697
2019-08-12,1.0015045268136311
2019-08-13,0.9995807952745674
2019-08-14,1.0031997038971785
2019-08-15,1.0016257975152085
2019-08-16,1.003298179394835
2019-08-17,1.000182419644946
2019-08-18,1.0016578797312237
2019-08-19,0.9995202013105392
2019-08-20,1.0016906707693813
2019-08-21,0.9981962288651728
2019-08-22,1.00241751839801
2019-08-23,1.0013206606255363
2019-08-24,0.9981434025036902
2019-08-25,0.9989407883811954
2019-08-26,1.001600551960273
2019-08-27,0.9981857900776532
2019-08-28,1.0005811443602701
2019-08-29,1.0016218588541346
2019-08-30,1.000093454622551
2019-08-31,0.9990421332794135
2019-09-01,0.9995782269031616
2019-09-02,0.9971965999073554
2019-09-03,0.9974168014941546
2019-09-04,0.9963177579235637
2019-09-05,1.0016804355997224
2019-09-06,0.9994730321945609
