date,frax
2021-06-15,1.011459071803534
2021-06-16,1.0055141435833121
2021-06-17,0.9981407135715981
2021-06-18,1.0084375977843245
2021-06-19,1.0128274871695624
2021-06-20,1.0011933005671945
2021-06-21,1.0063067967938892
2021-06-22,0.9981883266815637
2021-06-23,0.9985186351677716
2021-06-24,1.0053711521736555
2021-06-25,1.004016206812632
2021-06-26,0.9990658847816501
2021-06-27,1.0109285921372606
2021-06-28,1.0099816153801835
2021-06-29,1.005082766287355
2021-06-30,1.0028802551563618
2021-07-01,1.008715446243385
2021-07-02,1.0054083995234575
2021-07-03,1.0070918314938206
2021-07-04,1.005690332633603
2021-07-05,1.0023220542945985
2021-07-06,1.0000516903406096
2021-07-07,1.004804661495527
2021-07-08,0.9958588258870146
2021-07-09,1.0067062781181937
2021-07-10,1.0000956755767267
2021-07-11,1.004423303968591
2021-07-12,0.9997277116511407
2021-07-13,1.0042563434565024
2021-07-14,1.0013362928638114
2021-07-15,0.9995865071303215
2021-07-16,0.99940599774731
2021-07-17,0.9944755775987748
2021-07-18,0.9987310318086352
2021-07-19,1.0046898977281338
2021-07-20,1.0049750040951528
2021-07-21,1.004688441935967
2021-07-22,1.0085425755303878
2021-07-23,1.0047772336641467
2021-07-24,1.0055122340076503
2021-07-25,1.0051243815838957
2021-07-26,1.0093326529053135
2021-07-27,0.9967867409673313
2021-07-28,1.0020479737207835
2021-07-29,1.0016675506248347
2021-07-30,1.0027859358901643
2021-07-31,1.0060723566077991
2021-08-01,1.0018420705382813
2021-08-02,0.9978759902538298
2021-08-03,0.9989891398906185
2021-08-04,1.001814755257073
2021-08-05,1.0022056472191456
2021-08-06,1.0009746429772495
2021-08-07,1.001726095182575
2021-08-08,1.0017492310468767
2021-08-09,0.9991839371437907
2021-08-10,1.0006290453963762
2021-08-11,0.9991728452384363
2021-08-12,0.9990864982026878
2021-08-13,1.0020213349743792
2021-08-14,1.0055705970940922
2021-08-15,1.0024247345312345
2021-08-16,0.9992593906603624
2021-08-17,0.9999716171250395
2021-08-18,0.9961323284862892
2021-08-19,1.0004174886377069
2021-08-20,1.004593968214942
2021-08-21,1.0012707341923581
2021-08-22,0.9959109422717034
2021-08-23,1.0075172924707847
2021-08-24,0.9992993098639412
2021-08-25,0.9993120161307715
2021-08-26,0.999869305589107
2021-08-27,0.9988960517643402
2021-08-28,0.9997803992519332
2021-08-29,1.0008278267057382
2021-08-30,0.9983703769997606
2021-08-31,0.9933714932537108
2021-09-01,1.0004642114839972
2021-09-02,1.0049564648279197
2021-09-03,0.9955584870383802
2021-09-04,0.9971875363033398
2021-09-05,1.0017175800530755
2021-09-06,0.9963960426823041
2021-09-07,1.0063296219230895
2021-09-08,1.0026112861713374
2021-09-09,1.0019315487485592
2021-09-10,0.9992632141854199
2021-09-11,0.9991264532347024
2021-09-12,0.994720450952819
2021-09-13,0.9979277100922637
2021-09-14,1.0019321228014042
2021-09-15,1.0022415454923697
2021-09-16,1.0071053053167287
2021-09-17,1.0021263841168575
2021-09-18,1.003006752130475
2021-09-19,0.9977902632929815
2021-09-20,1.003382344854095
2021-09-21,0.9934610235077271
2021-09-22,0.9955979908999948
2021-09-23,1.0031462449561626
2021-09-24,1.0011056970601
2021-09-25,1.0069740264189322
2021-09-26,1.0036208881142394
2021-09-27,1.008257181680567
2021-09-28,0.9904671870800583
2021-09-29,0.992892375869569
2021-09-30,1.0085679317316572
2021-10-01,0.998988754041447
2021-10-02,1.004746202773994
2021-10-03,0.9931836554625318
2021-10-04,1.0004320022974613
2021-10-05,1.0005339623929768
2021-10-06,1.0053946952385846
2021-10-07,1.0126318122489508
2021-10-08,0.9964925442706293
2021-10-09,1.0005512646988886
2021-10-10,1.0055867465446942
2021-10-11,1.0008176887561249
2021-10-12,1.0102277655298364
2021-10-13,1.0075076543073131
2021-10-14,1.0025395720629762
2021-10-15,1.0061828953756657
2021-10-16,1.0020135889050197
2021-10-17,1.003256375831471
2021-10-18,1.0032481401492435
2021-10-19,0.997613418425717
2021-10-20,1.0008365235008498
2021-10-21,1.004900112568925
2021-10-22,1.0081213533290292
2021-10-23,1.002751848732367
2021-10-24,1.0235295390217742
2021-10-25,1.0165639787877667
2021-10-26,0.9978381159518617
2021-10-27,1.001874861428324
2021-10-28,1.0072510945060853
2021-10-29,1.0066855918387885
2021-10-30,1.0014662239853356
2021-10-31,1.0035570072791284
2021-11-01,0.9998139047992668
2021-11-02,0.9998818273097437
2021-11-03,1.0141859301904155
2021-11-04,1.0036687184412605
2021-11-05,1.0070328395789876
2021-11-06,1.0040055586872525
2021-11-07,1.0071221361978393
2021-11-08,1.0038792370125191
2021-11-09,1.0056230029858932
2021-11-10,1.0170864298434075
2021-11-11,1.010830977736744
2021-11-12,1.0054732194513594
2021-11-13,1.006604643581759
2021-11-14,1.0235974126978924
2021-11-15,1.0085366402104463
2021-11-16,1.005208421388293
2021-11-17,1.005159267651394
2021-11-18,1.0102769308662085
2021-11-19,1.0021924380000227
2021-11-20,1.0026979727088265
2021-11-21,1.00799910199313
2021-11-22,0.9965242576368227
2021-11-23,0.9976448011017249
2021-11-24,1.0115567502245386
2021-11-25,0.9986277989179781
2021-11-26,1.000419827125521
2021-11-27,0.9923835602994924
2021-11-28,1.0038124437492173
2021-11-29,1.020222532230113
2021-11-30,1.0147543585725811
2021-12-01,0.9923600903317753
2021-12-02,1.0161423564286098
2021-12-03,0.9960627542109166
2021-12-04,1.0020496295356747
2021-12-05,0.9978752268088825
2021-12-06,1.003874232870353
2021-12-07,1.0065524083845199
2021-12-08,1.0081899887773853
2021-12-09,1.0003198058047482
2021-12-10,0.9958323703208797
2021-12-11,0.9951944600962042
2021-12-12,1.0058632361948352
2021-12-13,1.0043561232276172
2021-12-14,0.9984565306963399
2021-12-15,1.0051372057094063
2021-12-16,1.0020901003601321
2021-12-17,0.9986073901374718
2021-12-18,1.0010051917418936
2021-12-19,1.0039709400939603
2021-12-20,1.0029445077573191
2021-12-21,1.0051413183282314
2021-12-22,1.0025349060779956
2021-12-23,1.0045151386782714
2021-12-24,1.008513028459952
2021-12-25,1.0004130207307118
2021-12-26,1.0001781121703108
2021-12-27,1.0042148705327145
2021-12-28,0.9946765042481623
2021-12-29,1.0045717403971304
2021-12-30,1.0012514008248656
2021-12-31,1.0091406051430234
2022-01-01,1.004109040297206
2022-01-02,1.0088786041432882
2022-01-03,1.010889105741434
2022-01-04,1.0097126591072445
2022-01-05,1.006362778815725
2022-01-06,1.0034641797726722
2022-01-07,1.003126617408753
2022-01-08,1.0028425738590925
2022-01-09,0.9966552578363763
2022-01-10,0.9984689283849664
2022-01-11,0.998344552133099
2022-01-12,0.9995096789246175
2022-01-13,0.9994087976718293
2022-01-14,1.0041303711030736
2022-01-15,1.0011722311735602
2022-01-16,1.0025233111342482
2022-01-17,1.0064809456356116
2022-01-18,1.0010171366711358
2022-01-19,1.0018379520964373
2022-01-20,0.996122451910183
2022-01-21,0.9965151782663062
2022-01-22,1.0015454532791979
2022-01-23,1.0068073083155957
2022-01-24,1.0101518979620419
2022-01-25,1.0064707460708333
2022-01-26,1.0031275112424125
2022-01-27,1.0037692049740932
2022-01-28,1.0113027808039496
2022-01-29,1.0068074443574424
2022-01-30,1.001912811041535
2022-01-31,1.0022318937439005
2022-02-01,1.0027798908378376
2022-02-02,1.005204232238188
2022-02-03,0.9973849475654092
2022-02-04,1.0031928446068077
2022-02-05,1.0019976769545298
2022-02-06,1.0003030868958362
2022-02-07,1.0012945543672649
2022-02-08,0.9956311357486035
2022-02-09,1.0019085900570068
2022-02-10,1.0002861077384917
2022-02-11,0.9974255318475385
2022-02-12,0.999993214090093
2022-02-13,1.0017814248171826
2022-02-14,0.9994929434918823
2022-02-15,1.0006115519860086
2022-02-16,1.001403359925152
2022-02-17,0.9961113225356779
2022-02-18,0.9995623023204226
2022-02-19,1.00179813306104
2022-02-20,1.0033184021191637
2022-02-21,0.9998046920196132
2022-02-22,0.9982142221403417
2022-02-23,1.0037698361196334
2022-02-24,0.9993243764206382
2022-02-25,1.0020866469177234
2022-02-26,1.0012772455879293
2022-02-27,1.0019267439163528
2022-02-28,1.0012785353972056
2022-03-01,1.002659695864107
2022-03-02,0.9998080370222417
2022-03-03,0.9987529934057476
2022-03-04,0.9993285678906589
2022-03-05,1.0016196328648588
2022-03-06,1.0025262986076087
2022-03-07,0.9997797536400441
2022-03-08,1.000175054910058
2022-03-09,0.9987545929200596
2022-03-10,1.0001226142627733
2022-03-11,0.9992286364255017
2022-03-12,0.9977672911756169
2022-03-13,0.9994645329749275
2022-03-14,0.9984533032717249
2022-03-15,1.0009222437297822
2022-03-16,0.9942541202943168
2022-03-17,1.0005997112762512
2022-03-18,0.9987877311951335
2022-03-19,0.999846719497768
2022-03-20,1.0001027512997849
2022-03-21,0.9987540760296046
2022-03-22,0.999102192224186
2022-03-23,0.9982464803798781
2022-03-24,0.9984290143980247
2022-03-25,0.9969075851394472
2022-03-26,0.9986261669388175
2022-03-27,0.9987806329615939
2022-03-28,0.997009398277878
2022-03-29,0.9964887920244446
2022-03-30,0.9997744842614054
2022-03-31,0.9995663844689925
2022-04-01,1.0012237904465087
2022-04-02,1.0010822904458212
2022-04-03,0.998728888042617
2022-04-04,0.9989739787265823
2022-04-05,0.9984598870791022
2022-04-06,0.9989900409823428
2022-04-07,0.9942974847080013
2022-04-08,0.9963334925706337
2022-04-09,0.9983607862927534
2022-04-10,0.9981331633388522
2022-04-11,0.9998300455265652
2022-04-12,0.9987445717723263
2022-04-13,1.004526226432322
2022-04-14,1.000395471916287
2022-04-15,1.001060271476405
2022-04-16,1.002211541324932
2022-04-17,1.000867148961054
2022-04-18,1.0004863724671724
2022-04-19,1.001215934142632
2022-04-20,1.0002941631888458
2022-04-21,0.9996036367629709
2022-04-22,1.0001136559843045
2022-04-23,1.0010982908101596
2022-04-24,1.0006831035850836
2022-04-25,0.9965883560018094
2022-04-26,0.9992185721470045
2022-04-27,1.0005498865595235
2022-04-28,1.000506450928729
2022-04-29,0.9987260409052036
2022-04-30,1.0005747581976197
2022-05-01,1.0017210967232797
